REGULATION_ID ,LAST_UPDATED,JURISDICTION,ACTION,ACTION_TYPE,AMENDMENT_NUMBER,ACCOUNTABILITY_MEASURE,FR_CITATION,FR_SECTION,FR_URL,MANAGEMENT_CATEGORY,MANAGEMENT_TYPE,SECTOR,SUBSECTOR,REGION,ZONE,JURISDICTIONAL_WATERS,COMMON_NAME,SPECIES_ITIS,FMP,SPECIES_AGGREGATE,SPECIES_GROUP,MANAGEMENT_STATUS,EFFECTIVE_DATE,INEFFECTIVE_DATE,START_DAY,START_MONTH,START_YEAR,START_TIME,START_DAY_OF_WEEK,END_DAY,END_MONTH,END_YEAR,END_TIME,END_DAY_OF_WEEK,VALUE,VALUE_UNITS,VALUE_TYPE,VALUE_RATE,FLAG
37389,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,CATCH LIMITS,MULTI-REGION TAC,ALL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,,,1997,,,,,,,,6800000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2636,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.42,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,CATCH LIMITS,MULTI-REGION QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,,,1997,,,,,,,,2520000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2599,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.42,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,,,1997,,,,,,,,3990000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2637,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.42,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,CATCH LIMITS,MULTI-REGION QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,,,1997,,,,,,,,3500000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2639,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.42,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,CATCH LIMITS,MULTI-REGION QUOTA,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,,,1997,,,,,,,,3500000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2638,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.42,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,CATCH LIMITS,MULTI-REGION QUOTA,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,,,1997,,,,,,,,2520000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2618,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTH OF 30°42'45.6¿ N. LAT.,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,DAILY,6/2/1997,,1,11,,6:00:00 AM,SATURDAY,,,,6:00:00 AM,SUNDAY,1500,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
2617,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTH OF 30°42'45.6¿ N. LAT.,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,DAILY,6/2/1997,,1,11,,6:00:00 AM,THURSDAY,,,,6:00:00 AM,FRIDAY,1500,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
2616,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTH OF 30°42'45.6¿ N. LAT.,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,DAILY,6/2/1997,,1,11,,6:00:00 AM,TUESDAY,,,,6:00:00 AM,WEDNESDAY,1500,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
2603,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA EAST COAST SUBZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,1,11,,,,,,,,,750,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
2619,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTH OF 30°42'45.6¿ N. LAT.,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,DAILY,6/2/1997,,1,11,,6:00:00 AM,SUNDAY,,,,6:00:00 AM,MONDAY,1500,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
2604,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,1,7,,,,,,,,,1250,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
2605,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.39,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,CREW BAG LIMIT,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,6/2/1997,,2,6,1997,,,,,,,,0,NUMBERS,COUNT,PER PERSON PER DAY,NO
2620,9/8/2022,FEDERAL,FINAL,,,NO,62 FR 23671,50 CFR 622.44,https://www.federalregister.gov/documents/1997/05/01/97-11362/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTH OF 30°42'45.6¿ N. LAT.,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,SEASONAL,6/2/1997,,1,4,,,,31,10,,,,1500,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
37379,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 641,https://www.loc.gov/item/fr053131/,CATCH LIMITS,TAC,ALL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,7000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37378,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 641,https://www.loc.gov/item/fr053131/,CATCH LIMITS,TAC,ALL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,5000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37377,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 641,https://www.loc.gov/item/fr053131/,CATCH LIMITS,TAC,ALL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,3400000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37380,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 641,https://www.loc.gov/item/fr053131/,CATCH LIMITS,TAC,ALL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,4000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
1673,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.28,https://www.loc.gov/item/fr053131/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - NORTHERN ZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,1,7,1988,,,,,,,,3,NUMBERS,COUNT,PER PERSON PER TRIP,NO
950,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.28,https://www.loc.gov/item/fr053131/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL - WESTERN ZONE,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,1,7,1988,,,,,,,,10,NUMBERS,COUNT,PER PERSON PER TRIP,NO
949,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.28,https://www.loc.gov/item/fr053131/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL - EASTERN ZONE,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,1,7,1988,,,,,,,,4,NUMBERS,COUNT,PER PERSON PER TRIP,NO
2509,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,960000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2508,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,4400000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2025,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,3040000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2024,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,2600000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
853,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,2150000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
852,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,2310000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
524,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,2850000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
523,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - WESTERN ZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,340000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
521,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,1090000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
522,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.21,https://www.loc.gov/item/fr053131/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,,,1988,,,,,,,,750000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
1672,9/8/2022,FEDERAL,FINAL,,,NO,53 FR 25611,50 CFR 642.28,https://www.loc.gov/item/fr053131/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1988,,1,7,1988,,,,,,,,2,NUMBERS,COUNT,PER PERSON PER TRIP,NO
2506,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,5660000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37372,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642,https://www.loc.gov/item/fr054139/,CATCH LIMITS,TAC,ALL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,5250000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37373,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642,https://www.loc.gov/item/fr054139/,CATCH LIMITS,TAC,ALL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,9000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37374,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642,https://www.loc.gov/item/fr054139/,CATCH LIMITS,TAC,ALL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,6000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2507,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,1440000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37371,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642,https://www.loc.gov/item/fr054139/,CATCH LIMITS,TAC,ALL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,4250000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
519,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - WESTERN ZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,420000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2023,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,4560000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2022,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,3340000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
851,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,2260000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
850,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,2890000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
520,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,2990000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
517,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,1360000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
518,9/8/2022,FEDERAL,FINAL,,,NO,54 FR 30554,50 CFR 642.21,https://www.loc.gov/item/fr054139/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,7/1/1989,,,,1989,,,,,,,,940000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
37355,9/7/2022,FEDERAL,TEMPORARY RULE,ACCOUNTABILITY MEASURE,,YES,78 FR 18247,50 CFR 622,https://www.federalregister.gov/documents/2013/03/26/2013-06862/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-2013-accountability-measures-for,UNIVERSAL,FISHING SEASON,ALL,ALL,CARIBBEAN,ST CROIX,EEZ,"LOBSTER, CARIBBEAN SPINY","	=""097648""",SPINY LOBSTER FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,,,,4/25/2013,12/31/2013,19,12,2013,12:01:00 AM,,1,1,2014,12:01:00 AM,,,,,,NO
634,9/7/2022,FEDERAL,TEMPORARY RULE,ACCOUNTABILITY MEASURE,,YES,85 FR 52055,50 CFR 622,https://www.federalregister.gov/documents/2020/08/24/2020-18526/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,CATCH LIMITS,ACL ADJUSTMENT,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,8/24/2020,1/1/2021,,,2020,,,,,,,,7288474,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
635,9/7/2022,FEDERAL,TEMPORARY RULE,ACCOUNTABILITY MEASURE,,YES,85 FR 52055,50 CFR 622,https://www.federalregister.gov/documents/2020/08/24/2020-18526/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,CATCH LIMITS,ACL ADJUSTMENT,RECREATIONAL,PRIVATE,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,8/24/2020,1/1/2021,,,2020,,,,,,,,4158474,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
