REGULATION_ID ,LAST_UPDATED,JURISDICTION,ACTION,ACTION_TYPE,AMENDMENT_NUMBER,ACCOUNTABILITY_MEASURE,FR_CITATION,FR_SECTION,FR_URL,MANAGEMENT_CATEGORY,MANAGEMENT_TYPE,SECTOR,SUBSECTOR,REGION,ZONE,JURISDICTIONAL_WATERS,COMMON_NAME,SPECIES_ITIS,FMP,SPECIES_AGGREGATE,SPECIES_GROUP,MANAGEMENT_STATUS,EFFECTIVE_DATE,INEFFECTIVE_DATE,START_DAY,START_MONTH,START_YEAR,START_TIME,START_DAY_OF_WEEK,END_DAY,END_MONTH,END_YEAR,END_TIME,END_DAY_OF_WEEK,VALUE,VALUE_UNITS,VALUE_TYPE,VALUE_RATE,FLAG
3166,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.27,https://www.loc.gov/item/fr057237/,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTHERN ZONE,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,SEASONAL,12/03/1992,,1,4,,,,30,11,,,,1500,POUNDS,ROUND (WHOLE) WEIGHT,PER VESSEL PER DAY,NO
3191,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,RECREATIONAL FISHERY,,,,YES
3192,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,SPECIES,,,,YES
3194,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,OVERFISHING,,,,YES
3195,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,RECREATIONAL FISHERY,,,,YES
3196,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,SCIENCE AND RESEARCH DIRECTOR,,,,YES
3200,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,OVERFISHING,,,,YES
3145,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,SCIENCE AND RESEARCH DIRECTOR,,,,YES
3148,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,CONFLICT,,,,YES
3155,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,STATISTICAL AREA,,,,YES
3156,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,TOTAL ALLOWABLE CATCH (TAC),,,,YES
3158,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,CHARTER VESSEL,,,,YES
3174,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,TOTAL LENGTH,,,,YES
3177,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,OVERFISHED,,,,YES
3178,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,TOTAL LENGTH,,,,YES
3186,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,STATISTICAL AREA,,,,YES
3188,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,SPECIES,,,,YES
3189,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,TOTAL ALLOWABLE CATCH (TAC),,,,YES
3190,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,OVERFISHED,,,,YES
3144,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,ALLOCATION,,,,YES
3146,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,CONFLICT,,,,YES
3162,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,ACCEPTABLE BIOLOGICAL CATCH (ABC),,,,YES
3202,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,ALLOCATION,,,,YES
3185,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,CHARTER VESSEL CREW,,,,YES
3193,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,ACCEPTABLE BIOLOGICAL CATCH (ABC),,,,YES
3173,10/11/2022,FEDERAL,FINAL,AMENDMENT,6,NO,57 FR 58151,50 CFR 642.2,https://www.loc.gov/item/fr057237/,OTHER,DEFINITION,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,12/03/1992,,3,12,1992,,,,,,,,CHARTER VESSEL CREW,,,,YES
1491,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.385,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,2,NUMBERS,COUNT,PER PERSON PER DAY,YES
1492,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.385,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,6,NUMBERS,COUNT,PER VESSEL PER DAY,YES
1678,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.382,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,6,NUMBERS,COUNT,PER VESSEL PER DAY,YES
1677,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.382,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,1,NUMBERS,COUNT,PER PERSON PER DAY,YES
37440,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.380,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,RECREATIONAL,ALL,MID ATLANTIC,ALL,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,36,INCHES,FORK LENGTH,,NO
37329,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.385,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,2,NUMBERS,COUNT,PER PERSON PER DAY,YES
37330,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.382,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,6,NUMBERS,COUNT,PER VESSEL PER DAY,YES
37331,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.382,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,1,NUMBERS,COUNT,PER PERSON PER DAY,YES
37332,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.385,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,6,NUMBERS,COUNT,PER VESSEL PER DAY,YES
1592,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.383,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,EFFORT LIMITS,POSSESSION LIMIT,ALL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,09/05/2017,5,9,2017,,,5,9,2017,,,2,NUMBERS,COUNT,PER PERSON PER DAY,NO
2213,10/11/2022,FEDERAL,FINAL,FRAMEWORK AMENDMENT,4,NO,82 FR 36344,50 CFR 622.380,https://www.federalregister.gov/documents/2017/08/04/2017-16469/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-in,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/05/2017,,5,9,2017,,,,,,,,36,INCHES,FORK LENGTH,,NO
2557,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.21,https://www.loc.gov/item/fr050167/,CATCH LIMITS,MULTI-REGION TAC,ALL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,,,1985,,,,,,,,27000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
1375,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.5,https://www.loc.gov/item/fr050167/,OTHER,REGULATORY REPORTING,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,,,,,YES
1382,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.5,https://www.loc.gov/item/fr050167/,OTHER,REGULATORY REPORTING,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,,,,,YES
1644,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.23,https://www.loc.gov/item/fr050167/,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,33,INCHES,FORK LENGTH,,YES
1199,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.5,https://www.loc.gov/item/fr050167/,OTHER,REGULATORY REPORTING,RECREATIONAL,CHARTER,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,,,,,YES
1645,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.23,https://www.loc.gov/item/fr050167/,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,12,INCHES,FORK LENGTH,,YES
2099,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.20,https://www.loc.gov/item/fr050167/,UNIVERSAL,FISHING YEAR,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,1,1,,12:01:00 AM,,31,12,,,,,,,,NO
2104,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.20,https://www.loc.gov/item/fr050167/,UNIVERSAL,FISHING YEAR,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,1,7,,12:01:00 AM,,30,6,,,,,,,,NO
2551,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.21,https://www.loc.gov/item/fr050167/,CATCH LIMITS,MULTI-REGION TAC,ALL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP SPANISH MACKEREL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,,,1985,,,,,,,,27000000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2031,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.21,https://www.loc.gov/item/fr050167/,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,,,1985,,,,,,,,4382000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
2558,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,ACCEPTABLE BIOLOGICAL CATCH (ABC),,,,YES
2555,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,SPECIES,,,,YES
2549,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,CHARTER VESSEL CREW,,,,YES
2548,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,TOTAL ALLOWABLE CATCH (TAC),,,,YES
2547,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,ALLOCATION,,,,YES
2521,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,MIGRATORY GROUP,,,,YES
1563,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,TRIP,,,,YES
1254,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,TOTAL LENGTH,,,,YES
1252,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,STATISTICAL AREA,,,,YES
1064,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.23,https://www.loc.gov/item/fr050167/,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,ALL,ALL,GULF OF MEXICO,ALL,EEZ,"MACKEREL, SPANISH","	=""172436""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,12,INCHES,FORK LENGTH,,YES
1065,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.23,https://www.loc.gov/item/fr050167/,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,ALL,ALL,GULF OF MEXICO,ALL,EEZ,COBIA,"	=""168566""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,33,INCHES,FORK LENGTH,,YES
1094,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.2,https://www.loc.gov/item/fr050167/,OTHER,DEFINITION,ALL,ALL,GULF OF MEXICO,ALL,EEZ,ALL,,COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,CHARTER VESSEL,,,,YES
957,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.28,https://www.loc.gov/item/fr050167/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,2,NUMBERS,COUNT,PER PERSON PER TRIP,NO
956,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.28,https://www.loc.gov/item/fr050167/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,CHARTER,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,2,NUMBERS,COUNT,PER PERSON PER TRIP,YES
955,10/11/2022,FEDERAL,FINAL,AMENDMENT,1,NO,50 FR 34840,50 CFR 642.28,https://www.loc.gov/item/fr050167/,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,CHARTER,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,EEZ,"MACKEREL, KING","	=""172435""",COASTAL MIGRATORY PELAGIC RESOURCES,,,,09/22/1985,,22,9,1985,,,,,,,,3,NUMBERS,COUNT,PER PERSON PER TRIP,YES
